sale_id,order_date,customer_id,product_id,quantity,discount,region_id,channel,promo_code
5457,25/08/2018,3371,84,6,0,1,Retail,
5458,03/11/2018,4534,74,2,0,5,Retail,
5459,21/11/2022,2513,220,2,0.05,6,Retail,
5460,09/03/2019,4821,375,4,0.05,1,Online,
5461,24/01/2018,3575,369,3,0,8,Online,
5462,29/07/2023,3659,262,2,0.1,3,Partner,WINTER24
5463,16/08/2021,4688,493,3,0.1,7,Retail,
5464,10/07/2022,1559,493,4,0,8,Online,SUMMER23
5465,10/10/2020,820,164,4,0,2,Retail,
5466,12/11/2019,259,387,4,0,4,Retail,WINTER24
5467,23/01/2023,3654,469,4,0.15,6,Partner,
5468,24/02/2022,148,87,4,0,8,Retail,
5469,09/08/2020,3279,20,2,0,10,Retail,WELCOME
5470,04/08/2021,3694,454,4,0.05,4,Online,
5471,19/02/2019,2078,244,3,0,1,Partner,WELCOME
5472,23/01/2020,2464,121,1,0,4,Online,WELCOME
5473,24/11/2021,2630,441,2,0.1,1,Retail,WELCOME
5474,20/02/2019,912,52,2,0,4,Partner,SUMMER23
5475,25/05/2020,3101,265,4,0.1,4,Online,
5476,08/06/2020,278,105,3,0.05,8,Online,
5477,28/06/2021,924,75,1,0,10,Partner,
5478,08/11/2019,5000,491,5,0,4,Online,
5479,13/09/2024,1978,324,5,0,10,Online,WINTER24
5480,29/12/2023,1282,454,2,0.1,4,Retail,
5481,22/08/2024,3608,306,3,0,1,Retail,
5482,23/09/2021,780,134,2,0.1,8,Online,
5483,26/03/2019,2309,43,5,0,4,Online,WELCOME
5484,29/04/2020,2574,312,3,0,1,Online,WINTER24
5485,02/04/2018,4300,17,4,0,9,Retail,
5486,07/12/2024,3867,288,1,0,3,Online,
5487,25/02/2019,2626,472,5,0,6,Retail,
5488,18/03/2022,3249,267,4,0.05,2,Retail,
5489,11/05/2022,2605,235,3,0,3,Online,
5490,11/03/2023,3428,154,4,0.1,2,Online,
5491,04/07/2018,2665,146,1,0.05,6,Online,
5492,27/12/2021,2666,30,5,0,2,Online,
5493,03/02/2022,3894,192,1,0,9,Retail,
5494,22/08/2020,3741,363,3,0.05,4,Online,
5495,22/02/2021,2029,160,1,0.1,10,Retail,SUMMER23
5496,11/07/2021,2289,57,4,0.1,4,Partner,
5497,01/05/2020,507,62,3,0,10,Retail,WINTER24
5498,17/02/2024,2052,391,4,0.15,8,Partner,
5499,17/02/2023,961,389,2,0,2,,WELCOME
5500,17/10/2022,2947,250,2,0,6,Retail,
5501,29/05/2021,62,326,2,0,8,Retail,SUMMER23
5502,25/02/2024,350,142,1,0.05,2,Partner,
5503,19/07/2024,5,468,4,0,10,Online,SUMMER23
5504,23/06/2018,2092,339,5,0.1,5,Online,
5505,05/08/2018,4271,481,3,0,7,Online,
5506,15/07/2023,14,103,2,0,3,Online,
5507,22/05/2022,3968,302,2,0,1,Retail,
5508,28/10/2021,3879,12,5,0.05,7,Retail,
5509,23/06/2018,4674,383,2,0,8,Retail,
5510,27/10/2023,2846,83,2,0.05,3,Retail,
5511,20/10/2024,2240,497,3,0,9,Retail,
5512,25/02/2024,3713,487,3,0,7,Retail,
5513,10/07/2021,4423,50,5,0,2,Online,WELCOME
5514,26/09/2019,3010,364,3,0.15,5,Retail,
5515,27/08/2022,607,335,2,0.05,8,Online,
5516,20/08/2020,2419,73,2,0.05,5,Retail,
5517,19/01/2023,4765,425,3,0,6,Partner,
5518,20/04/2024,2958,465,1,0.05,10,Online,
5519,21/08/2019,1852,8,2,0,4,Online,
5520,17/10/2022,939,259,5,0,9,Retail,WELCOME
5521,11/06/2020,2507,308,3,0,3,Online,
5522,03/08/2018,3950,334,5,0,6,Online,WELCOME
5523,02/06/2020,4585,139,3,0,3,Online,
5524,20/06/2022,1057,48,4,0,6,Retail,
5525,28/05/2021,3165,140,3,0,7,Online,WELCOME
5526,29/08/2019,2886,245,3,0.1,2,Online,
5527,06/07/2019,1802,307,5,0,5,Online,WELCOME
5528,12/07/2024,2004,4,4,0,9,Online,
5529,15/11/2018,2103,114,5,0.1,4,Online,
5530,18/11/2024,2433,145,4,0,8,Retail,
5531,30/12/2019,3435,371,5,0.1,7,Partner,
5532,23/03/2021,1849,285,3,0.1,10,Online,
5533,17/12/2018,3751,110,4,0,1,Online,
5534,21/12/2020,3728,407,4,0,7,Online,
5535,23/01/2022,565,62,2,0.1,5,Online,
5536,07/08/2020,4187,128,3,0,5,Retail,SUMMER23
5537,09/07/2018,3561,79,2,0.15,10,Retail,
5538,26/03/2022,773,140,1,0,7,Retail,
5539,24/07/2022,358,48,4,0,5,Online,
5540,05/02/2022,3529,417,1,0,7,Online,
5541,18/11/2019,1978,397,3,0.1,5,,WELCOME
5542,14/03/2018,909,351,2,0,5,Online,
5543,16/06/2021,1027,458,5,0.05,10,Online,
5544,29/09/2024,1051,483,5,0,5,Online,
5545,05/02/2024,4146,166,1,0,4,Online,SUMMER23
5546,26/12/2020,1893,121,1,0.05,5,Online,WELCOME
5547,05/06/2022,310,244,5,0,1,Online,
5548,18/03/2018,893,215,3,0.1,6,Online,
5549,14/04/2024,568,495,5,0,8,Online,
5550,08/12/2019,628,205,4,0,9,Online,
5551,14/09/2020,1658,114,2,0,7,Retail,
5552,17/10/2023,4056,479,2,0,8,Retail,
5553,11/05/2022,1586,178,1,0.1,3,Retail,
5554,11/12/2022,4202,381,2,0,7,Retail,
5555,11/08/2019,2904,487,3,0,6,Online,SUMMER23
5556,22/04/2020,1364,268,4,0,4,Retail,
5557,15/04/2022,2331,215,3,0,10,Online,WINTER24
5558,23/12/2019,3484,282,1,0,8,Online,
5559,10/12/2022,4068,351,1,0.05,1,Online,SUMMER23
5560,20/11/2018,3425,219,4,0,1,Online,
5561,17/10/2019,2490,467,3,0,6,Retail,
5562,25/05/2018,3711,113,3,0.05,10,Online,
5563,24/08/2022,3918,461,3,0,10,Online,
5564,15/06/2024,1443,350,2,0.1,10,Retail,
5565,24/05/2018,4851,65,2,0.15,2,Partner,
5566,30/07/2020,3112,3,2,0,5,Online,SUMMER23
5567,11/06/2020,1247,136,6,0,6,Online,WELCOME
5568,14/07/2018,4087,379,1,0,9,Retail,
5569,19/07/2022,3634,254,2,0,1,Retail,
5570,31/05/2022,863,90,2,0,4,Online,
5571,28/03/2020,3310,457,2,0,7,Online,
5572,10/02/2021,4294,158,4,0,6,Online,
5573,23/07/2021,1435,299,3,0.1,4,Online,
5574,28/11/2024,2976,398,7,0,9,Online,
5575,19/07/2022,623,17,2,0.05,9,Retail,
5576,07/08/2021,3870,373,7,0.05,9,Online,
5577,10/03/2019,3798,199,3,0.15,9,Online,WINTER24
5578,21/02/2019,4057,424,6,0.1,8,Online,
5579,02/02/2023,2565,194,5,0.15,3,Online,WELCOME
5580,12/12/2019,388,469,2,0.15,1,Retail,
5581,18/05/2018,477,392,4,0.1,5,Retail,SUMMER23
5582,20/10/2022,137,486,3,0,5,Online,
5583,22/12/2023,1655,248,3,0.05,4,Retail,
5584,30/03/2021,2534,134,3,0.1,2,Online,
5585,19/11/2022,936,402,4,0.05,10,Online,
5586,04/01/2020,53,231,4,0,1,Online,
5587,26/01/2023,3272,322,2,0,3,Online,
5588,21/08/2024,3822,130,4,0.1,9,Retail,
5589,15/09/2021,2912,444,2,0,10,Online,
5590,30/01/2019,4512,124,4,0.05,5,Online,
5591,10/04/2021,2528,387,2,0,8,Online,WELCOME
5592,22/11/2024,1734,221,2,0,2,Online,WELCOME
5593,22/07/2023,2023,113,6,0.05,7,Online,
5594,17/02/2021,153,263,3,0,7,Partner,WELCOME
5595,29/08/2023,2414,175,1,0.15,2,Retail,
5596,18/03/2020,78,30,4,0,1,Retail,
5597,04/09/2018,4720,35,3,0,5,Online,
5598,13/05/2021,498,315,4,0,8,Online,
5599,08/12/2018,600,465,2,0,10,Retail,
5600,20/07/2024,703,446,1,0.1,2,Online,
5601,24/04/2023,36,431,3,0,10,Retail,SUMMER23
5602,31/08/2024,2917,375,3,0,6,Partner,
5603,08/12/2018,753,465,3,0,3,Online,SUMMER23
5604,18/04/2018,490,273,2,0,2,Online,
5605,25/09/2019,4675,498,1,0,4,Retail,WINTER24
5606,24/09/2020,1319,309,2,0,4,Online,WINTER24
5607,26/11/2021,933,417,1,0,3,Online,
5608,19/08/2019,4625,319,3,0,9,Online,WELCOME
5609,18/08/2021,4662,125,2,0.05,1,Online,
5610,02/12/2022,4249,426,5,0,9,Online,
5611,04/02/2021,1429,176,6,0.15,9,Online,
5612,08/08/2019,2067,62,4,0,6,Online,
5613,29/11/2024,3971,99,4,0.1,3,Online,WINTER24
5614,12/07/2024,2023,263,7,0.05,10,Online,
5615,18/06/2024,2103,115,4,0,6,Partner,
5616,23/03/2021,807,231,8,0,8,Online,
5617,30/12/2022,325,183,3,0,4,Online,
5618,01/09/2019,2172,229,2,0,1,Retail,
5619,02/01/2023,3070,468,3,0,4,Online,SUMMER23
5620,04/10/2021,1532,166,2,0,6,Online,
5621,25/11/2022,4891,346,2,0.1,8,Online,WELCOME
5622,05/06/2024,667,325,3,0.15,4,Online,
5623,29/12/2019,3325,245,3,0.05,5,Retail,WELCOME
5624,07/04/2022,781,39,4,0,8,,
5625,24/08/2018,3960,413,3,0,3,Online,SUMMER23
5626,22/08/2020,279,334,2,0,8,Online,SUMMER23
5627,30/07/2018,3649,157,1,0,9,Online,SUMMER23
5628,13/10/2018,2674,109,1,0,8,Online,SUMMER23
5629,06/10/2024,3318,359,2,0,1,Online,
5630,09/10/2022,2639,230,,0.05,8,Retail,
5631,09/05/2019,1000,439,4,0.1,3,Online,WINTER24
5632,14/10/2020,3815,207,1,0.05,1,,
5633,13/06/2023,3930,60,4,0.1,7,Online,WELCOME
5634,20/07/2024,495,490,2,0,8,Online,
5635,07/06/2019,2787,252,4,0,1,Partner,
5636,29/03/2020,4977,194,2,0,4,Online,SUMMER23
5637,24/06/2024,1781,4,2,0,1,Online,
5638,27/09/2021,4476,20,5,0.15,5,Online,
5639,15/07/2022,3215,358,2,0.05,5,Retail,
5640,13/08/2019,67,435,3,0,9,Online,
5641,27/09/2019,454,210,6,0.05,8,Partner,
5642,17/12/2022,2756,234,3,0.1,4,Retail,
5643,27/07/2018,4792,198,6,0,3,Retail,
5644,12/02/2024,1355,55,3,0.1,5,Online,
5645,03/09/2020,62,46,4,0,8,Partner,
5646,27/08/2023,939,47,5,0,6,Online,WINTER24
5647,06/08/2021,369,86,2,0.05,5,Online,
5648,11/09/2018,3611,76,2,0,8,Online,
5649,28/08/2020,4829,326,3,0.1,9,Retail,
5650,03/09/2019,768,398,5,0,9,Online,
5651,29/10/2024,3305,210,4,0,3,Online,
5652,19/01/2022,4097,471,3,0.1,3,Online,
5653,16/03/2021,3886,468,1,0,2,Online,
5654,02/06/2020,2878,467,2,0.1,1,Online,
5655,31/10/2021,2872,389,2,0,3,Online,
5656,21/05/2019,2240,288,3,0,8,Online,
5657,03/07/2024,2664,378,4,0.05,8,Partner,
5658,15/12/2018,101,346,4,0,1,Retail,
5659,12/06/2024,3298,241,3,0.1,9,Online,SUMMER23
5660,18/07/2018,4476,170,2,0,1,Online,
5661,21/02/2021,834,500,3,0,8,Online,
5662,26/03/2021,2477,424,3,0.1,6,Retail,WINTER24
5663,03/09/2019,956,351,4,0,5,Online,
5664,09/07/2020,18,404,3,0,6,,
5665,18/03/2023,2734,301,2,0,9,Online,SUMMER23
5666,01/04/2024,2081,140,1,0.05,7,Retail,
5667,22/09/2022,4340,425,2,0,4,Retail,WELCOME
5668,10/08/2021,4829,242,2,0,2,Online,
5669,24/02/2020,2589,238,5,0,2,Online,
5670,16/08/2020,1566,138,2,0.1,6,Partner,
5671,12/04/2021,586,373,3,0,4,Online,
5672,27/11/2021,774,490,5,0,8,Online,
5673,25/08/2024,575,386,2,0,8,Retail,
5674,16/01/2023,1153,440,4,0,3,Retail,WELCOME
5675,07/02/2020,2569,144,3,0.1,7,Online,WELCOME
5676,14/11/2023,4914,45,4,0.15,8,Retail,WELCOME
5677,10/09/2023,4407,431,3,0.05,4,Partner,WELCOME
5678,15/11/2023,1401,169,2,0,2,Online,
5679,02/02/2022,2832,300,3,0,7,Retail,
5680,06/12/2019,1962,382,1,0,2,Online,
5681,04/11/2022,1538,370,3,0.15,7,Retail,SUMMER23
5682,05/12/2020,2654,327,1,0,5,Retail,
5683,02/04/2024,1785,186,3,0,10,Online,
5684,12/07/2024,4754,183,2,0,7,Online,
5685,21/05/2024,829,467,3,0,8,Online,
5686,22/12/2023,2566,213,2,0,1,Retail,WELCOME
5687,08/02/2020,627,281,3,0.05,7,Partner,SUMMER23
5688,17/09/2018,1014,499,4,0,1,Online,WELCOME
5689,25/12/2024,4877,499,4,0,8,Retail,
5690,18/04/2021,2575,268,5,0,10,Retail,
5691,07/05/2022,4179,402,2,0,6,Online,WINTER24
5692,25/03/2018,3976,449,2,0,1,Online,
5693,14/02/2019,2647,489,4,0.05,4,Retail,WELCOME
5694,25/03/2021,161,335,2,0,2,Retail,
5695,03/07/2024,3985,438,5,0,7,Online,
5696,09/06/2023,2612,320,4,0.1,3,Retail,
5697,28/06/2022,1596,191,4,0.15,3,Retail,
5698,21/07/2024,4894,15,3,0,2,Online,
5699,15/11/2023,3273,376,3,0.1,5,Retail,WINTER24
5700,09/02/2024,4642,69,2,0,9,Retail,
5701,24/03/2020,2856,209,2,0,4,Partner,
5702,14/06/2020,3279,355,4,0.05,3,Online,WELCOME
5703,23/10/2019,1309,477,4,0.15,4,Retail,
5704,02/08/2020,2782,390,1,0.1,4,Online,
5705,22/08/2024,385,157,2,0,1,Partner,
5706,15/01/2021,2461,410,2,0,8,Online,WINTER24
5707,04/03/2021,2030,248,2,0,9,Online,
5708,08/11/2023,4830,75,2,0,3,Online,
5709,10/12/2024,2619,363,1,0,1,Online,
5710,30/03/2020,1516,129,5,0.05,3,Online,
5711,15/01/2023,4751,464,4,0.05,10,Online,
5712,26/03/2023,2761,413,4,0.05,1,Online,
5713,13/01/2020,4703,204,2,0,5,Online,SUMMER23
5714,09/08/2021,4156,399,1,0,6,Retail,
5715,22/03/2019,3106,302,4,0,5,Online,
5716,19/11/2021,2750,192,4,0.05,1,Online,
5717,06/11/2020,4112,421,2,0,5,Online,
5718,01/07/2023,1024,439,3,0,8,,
5719,28/09/2022,4576,312,4,0.05,6,Retail,
5720,14/07/2022,32,74,2,0.1,4,Online,WINTER24
5721,04/06/2023,2448,145,5,0,1,Retail,WELCOME
5722,17/04/2022,1749,207,4,0.1,5,Online,
5723,16/12/2022,540,255,5,0,9,Online,
5724,24/10/2020,2938,114,3,0.1,7,Retail,
5725,17/05/2024,4885,473,4,0.05,4,Retail,
5726,03/02/2022,1240,200,3,0.05,1,Online,WELCOME
5727,28/08/2019,4473,441,3,0,5,Retail,
5728,23/04/2019,22,278,2,0.05,4,Retail,
5729,07/11/2023,4121,135,3,0.05,6,Retail,WELCOME
5730,23/10/2022,1582,73,3,0,4,Online,
5731,02/09/2019,1066,259,4,0,9,Partner,
5732,22/05/2018,2593,438,4,0,7,Online,
5733,14/07/2019,2555,184,4,0,8,Partner,
5734,30/09/2023,346,192,4,0,9,Online,
5735,05/03/2024,1974,265,4,0,2,Online,
5736,12/03/2022,4911,75,1,0,1,Online,
5737,17/07/2021,467,50,4,0,6,Retail,WINTER24
5738,10/07/2021,2546,71,1,0,7,Online,
5739,10/12/2019,3384,313,2,0,5,Online,
5740,24/04/2021,153,8,3,0,5,Retail,
5741,18/03/2020,4298,375,2,0,9,Retail,WELCOME
5742,30/10/2023,4656,309,,0.05,4,Retail,
5743,13/02/2019,3891,75,2,0,8,Retail,SUMMER23
5744,31/08/2020,4203,491,4,0.1,10,Online,
5745,27/03/2018,2512,419,3,0,4,Online,
5746,02/12/2022,2959,113,1,0.1,9,Online,WINTER24
5747,22/11/2023,2417,177,3,0,3,Retail,
5748,31/07/2021,1601,152,4,0.05,4,Retail,
5749,05/04/2019,3526,78,3,0.1,6,Online,WINTER24
5750,20/09/2022,820,263,2,0,8,Online,
5751,13/11/2024,147,296,5,0,6,Online,
5752,18/02/2021,2987,179,4,0,4,Retail,
5753,23/10/2024,4614,420,7,0,9,Retail,
5754,23/07/2019,3443,162,2,0,6,Online,
5755,20/02/2023,4548,330,2,0,8,Online,
5756,04/07/2019,1674,357,3,0,7,Online,
5757,03/10/2022,4728,181,2,0.05,9,Online,WINTER24
5758,26/03/2024,171,381,1,0.05,4,Retail,
5759,10/11/2021,4663,67,2,0,2,Retail,
5760,28/02/2021,381,161,2,0,3,Online,
5761,20/06/2018,2679,358,6,0,7,Retail,
5762,15/09/2021,3318,336,4,0,3,Online,
5763,04/02/2018,744,246,3,0.05,5,Retail,
5764,09/05/2021,1673,242,2,0.1,6,Retail,
5765,06/04/2021,4929,360,2,0,6,Online,
5766,13/03/2022,691,322,2,0,1,Online,WELCOME
5767,01/04/2023,721,106,2,0.1,10,Online,
5768,01/06/2021,4329,310,5,0,9,Retail,
5769,16/07/2024,881,253,1,0,3,Online,SUMMER23
5770,31/12/2022,558,321,1,0,3,Retail,
5771,21/06/2019,3526,197,5,0,4,Retail,
5772,19/07/2023,2607,296,3,0.05,1,,
5773,28/06/2019,4540,336,2,0,9,,WELCOME
5774,04/07/2022,569,448,3,0.05,5,Online,
5775,19/03/2021,2111,110,3,0.1,2,Online,SUMMER23
5776,31/07/2024,4570,138,5,0,2,Online,
5777,15/01/2020,4101,466,1,0,9,Online,
5778,23/06/2023,3986,14,1,0.1,7,Online,
5779,16/10/2020,2637,125,1,0.05,10,Online,
5780,17/06/2019,4523,459,2,0,1,Online,
5781,17/08/2024,4107,51,5,0.1,8,Online,
5782,23/04/2023,894,219,3,0,7,Retail,
5783,12/10/2020,2028,385,4,0,6,Online,
5784,24/08/2023,1792,281,4,0.1,7,Online,WINTER24
5785,12/03/2024,2099,122,3,0,7,Online,
5786,09/11/2020,1420,482,3,0,6,Partner,
5787,16/07/2020,2421,22,3,0,10,Online,
5788,20/02/2022,4536,36,4,0,1,Retail,SUMMER23
5789,04/10/2022,979,283,2,0.1,4,Retail,
5790,19/10/2024,1921,238,2,0,9,Online,
5791,06/09/2021,1678,21,4,0,6,Online,
5792,01/08/2024,3409,415,4,0,1,Retail,
5793,18/09/2022,422,477,2,0.1,6,Retail,WINTER24
5794,30/08/2019,180,134,3,0.1,10,Online,
5795,22/11/2018,1431,308,3,0,10,Online,WELCOME
5796,07/08/2018,2625,347,6,0,3,Online,SUMMER23
5797,06/06/2019,3279,336,2,0,1,Retail,
5798,09/02/2019,2961,136,3,0.05,10,Retail,
5799,08/11/2020,1444,62,2,0.15,5,Online,
5800,03/08/2019,830,223,4,0,5,Online,
5801,29/02/2020,2747,394,2,0,1,Online,
5802,29/01/2023,3565,455,4,0,8,Online,SUMMER23
5803,30/05/2024,1803,115,3,0.05,6,Retail,
5804,25/08/2023,4715,424,5,0,10,Online,WINTER24
5805,22/11/2018,2672,208,6,0,2,Partner,WELCOME
5806,28/08/2020,2186,35,3,0.05,8,Online,
5807,10/01/2023,4100,470,2,0,10,Online,WELCOME
5808,07/06/2018,2963,469,4,0,10,Online,
5809,21/12/2022,466,282,4,0,9,Online,
5810,10/06/2022,4460,496,2,0.05,9,Online,
5811,03/12/2022,4670,74,1,0,7,Online,
5812,16/03/2020,3279,328,3,0.05,3,Online,
5813,29/07/2021,2988,320,2,0,3,Partner,
5814,04/01/2024,1536,365,6,0,4,Retail,
5815,29/05/2019,3873,254,2,0,4,Online,WINTER24
5816,19/05/2019,2474,216,4,0.15,5,Retail,WELCOME
5817,06/03/2023,1395,260,1,0,5,Retail,WINTER24
5818,17/02/2019,2191,71,1,0,5,Online,
5819,23/12/2020,2000,132,6,0,7,Online,
5820,05/02/2020,3188,105,2,0,2,Online,
5821,25/08/2018,752,16,4,0,4,Retail,
5822,31/01/2019,2730,364,2,0,3,Retail,
5823,28/06/2023,4111,269,2,0.05,4,Partner,
5824,08/02/2023,1498,227,4,0.15,3,Online,
5825,05/12/2022,4130,178,1,0.1,2,Retail,
5826,17/12/2021,2331,323,4,0,3,Online,
5827,12/05/2018,398,416,6,0,6,Online,
5828,23/03/2024,4338,3,3,0.1,8,Retail,
5829,05/02/2022,4227,352,3,0.05,2,Retail,
5830,28/07/2023,2179,95,4,0,6,Online,
5831,28/04/2018,3671,232,5,0,3,Retail,
5832,30/09/2019,3781,38,3,0,3,Online,
5833,07/08/2023,4930,195,3,0.15,10,Partner,
5834,18/05/2023,2236,494,3,0,7,Online,
5835,29/10/2022,422,295,4,0.05,4,Online,
5836,05/12/2018,3197,185,3,0,9,Partner,WINTER24
5837,02/10/2024,1666,55,3,0,1,Retail,SUMMER23
5838,29/12/2021,2163,411,3,0,3,Retail,
5839,17/04/2021,4559,16,1,0.05,1,Online,
5840,16/07/2023,4196,388,3,0.1,7,Online,WELCOME
5841,03/05/2023,1500,306,2,0,1,Online,
5842,14/11/2024,718,231,1,0,4,Online,
5843,09/06/2022,3852,302,2,0,10,Online,
5844,07/11/2019,3102,123,3,0,6,Partner,
5845,02/12/2023,2019,426,3,0,10,Retail,
5846,02/11/2018,904,305,1,0.05,2,Retail,WINTER24
5847,24/10/2022,2656,342,1,0,6,Retail,
5848,15/09/2019,766,428,2,0,8,Online,SUMMER23
5849,24/02/2018,1812,416,1,0,2,Online,
5850,08/06/2019,2291,72,7,0.05,4,Online,
5851,17/10/2024,4175,302,3,0.1,7,Retail,SUMMER23
5852,09/07/2018,191,346,2,0.05,2,Retail,
5853,24/01/2019,4942,252,1,0,10,Online,
5854,12/12/2018,3738,249,2,0.1,9,Online,
5855,01/05/2024,3993,204,2,0,5,Online,WINTER24
5856,26/08/2022,825,455,1,0.1,6,Partner,WINTER24
5857,21/05/2018,4924,293,4,0,1,,
5858,27/08/2018,1556,471,1,0,8,Retail,
5859,24/12/2021,4211,2,4,0,1,Retail,
5860,26/01/2021,3354,451,4,0,3,Online,
5861,26/03/2023,2528,197,4,0,1,Online,
5862,27/08/2020,3863,337,5,0.1,2,Retail,SUMMER23
5863,23/04/2024,3008,191,3,0,3,Online,
5864,31/10/2020,734,139,3,0.05,2,,SUMMER23
5865,27/06/2018,4990,252,2,0,1,Online,
5866,09/09/2020,2598,146,1,0.1,10,Retail,
5867,10/09/2024,1209,177,3,0,9,Online,
5868,30/09/2019,1566,216,3,0.1,2,Online,
5869,02/05/2024,3827,212,3,0,4,Online,
5870,02/03/2021,2947,142,2,0,1,Retail,
5871,27/04/2022,760,406,2,0.1,3,Online,
5872,29/01/2021,3299,406,1,0,5,Retail,
5873,17/09/2024,4036,474,2,0,7,Retail,
5874,31/07/2021,3181,117,2,0,8,Online,
5875,19/05/2018,2763,81,2,0.05,5,Online,
5876,10/03/2018,2512,25,2,0,5,Online,SUMMER23
5877,03/02/2024,1952,400,2,0,4,Retail,
5878,29/06/2019,3791,295,2,0,10,Online,
5879,06/06/2024,3415,478,4,0,9,Online,
5880,05/06/2021,1389,469,1,0,5,Retail,
5881,30/07/2022,3744,30,4,0.1,3,Retail,
5882,27/10/2021,142,227,3,0.1,8,Partner,
5883,11/10/2020,66,277,3,0,10,Online,
5884,08/10/2019,4806,72,4,0,9,Online,
5885,12/09/2024,4652,171,3,0,8,Online,
5886,27/01/2020,39,221,2,0.05,4,Online,
5887,25/07/2023,4523,223,2,0,8,Partner,
5888,05/10/2023,3615,189,6,0,2,Online,
5889,27/07/2022,64,233,3,0,7,Online,
5890,26/08/2024,1282,104,1,0,3,Retail,WELCOME
5891,30/04/2023,299,403,2,0,4,Retail,
5892,16/04/2019,3840,20,2,0,10,Partner,
5893,16/05/2021,4948,431,3,0,5,Retail,
5894,04/02/2018,2560,280,4,0,10,Online,WINTER24
5895,02/09/2020,3540,64,4,0,9,Online,SUMMER23
5896,21/01/2018,1132,404,3,0,2,Partner,SUMMER23
5897,09/03/2021,1247,338,2,0.1,10,Online,
5898,01/05/2024,919,360,3,0,4,Retail,SUMMER23
5899,02/04/2019,1434,65,1,0,1,Online,
5900,18/01/2019,747,327,1,0.1,1,Online,
5901,28/11/2020,3317,281,6,0.05,7,Retail,
5902,10/05/2022,4318,346,3,0,5,Online,WINTER24
5903,09/02/2023,329,362,3,0,10,Online,WINTER24
5904,16/02/2018,4778,185,3,0,7,Retail,
5905,16/01/2020,245,331,3,0.05,5,Online,
5906,23/06/2019,4012,417,2,0,8,Online,SUMMER23
5907,08/11/2021,1832,233,5,0.05,2,Retail,SUMMER23
5908,07/12/2020,4095,73,1,0.05,9,Online,SUMMER23
5909,10/11/2019,4172,445,4,0.05,6,Retail,WELCOME
5910,10/09/2020,91,428,2,0.1,10,Online,
5911,06/08/2023,302,383,2,0.1,1,Partner,
5912,12/12/2022,538,445,3,0.05,1,Retail,
5913,12/07/2022,107,486,2,0,3,Online,
5914,14/02/2018,3854,483,4,0.1,5,Online,
5915,02/10/2018,1230,175,3,0,4,Online,
5916,20/08/2018,395,462,1,0.1,7,Online,SUMMER23
5917,27/03/2018,3766,79,5,0.05,2,Partner,
5918,14/11/2022,3080,288,2,0.15,7,Retail,
5919,26/06/2018,679,213,4,0.1,2,Online,WINTER24
5920,05/11/2022,4289,236,7,0.1,4,Online,
5921,02/06/2022,2723,361,4,0,1,Online,
5922,11/08/2019,4597,388,6,0,6,Retail,
5923,26/08/2019,6,495,3,0,9,Online,
5924,10/06/2021,1775,321,4,0,8,Retail,WINTER24
5925,02/12/2023,979,207,4,0,3,Online,
5926,12/03/2022,4191,414,3,0,9,Retail,
5927,08/01/2024,2771,370,4,0.05,2,Retail,
5928,07/08/2019,2040,483,3,0,7,Retail,WELCOME
5929,14/08/2024,1943,346,3,0,1,Retail,
5930,05/04/2021,525,2,3,0,5,Online,
5931,21/10/2023,958,304,3,0,7,Online,
5932,09/05/2020,2172,262,4,0.1,4,Retail,
5933,28/07/2024,264,67,2,0,9,Online,
5934,31/10/2020,2425,472,4,0.05,10,Retail,
5935,20/03/2020,3902,70,6,0,4,Partner,
5936,30/09/2019,3419,290,2,0,4,Online,WELCOME
5937,02/06/2018,4213,131,3,0.05,5,Retail,SUMMER23
5938,31/03/2021,1598,375,3,0,9,Retail,
5939,19/12/2022,3374,293,5,0,9,Online,
5940,30/08/2024,3609,182,4,0,10,Retail,
5941,19/05/2018,3585,342,2,0,10,Partner,
5942,03/03/2024,2507,230,3,0,4,Retail,
5943,14/11/2023,2522,278,4,0,3,Partner,
5944,27/12/2019,1583,368,5,0.1,8,Online,
5945,24/05/2022,4963,386,3,0,9,Retail,
5946,11/10/2021,1006,134,6,0,9,Online,
5947,23/06/2024,2459,166,2,0,10,Online,
5948,19/01/2018,3508,324,3,0,6,Online,
5949,07/12/2021,724,441,3,0,6,Retail,
5950,16/05/2023,1292,134,5,0,1,Retail,
5951,20/09/2024,762,34,3,0,7,Online,
5952,26/01/2023,3493,351,4,0.1,5,Retail,
5953,26/11/2021,4102,233,4,0,5,Online,
5954,12/05/2020,463,308,4,0.05,6,Retail,
5955,11/04/2018,4479,484,2,0.05,6,Retail,WINTER24
5956,16/08/2019,3420,134,5,0,3,Retail,
5957,28/08/2023,2850,320,3,0,4,Online,
5958,24/03/2021,4614,128,4,0.1,3,Partner,
5959,17/12/2023,4284,315,6,0,5,Partner,WELCOME
5960,18/04/2023,3249,40,4,0,1,Online,
5961,31/08/2021,1810,16,1,0,3,Online,
5962,01/01/2019,4223,66,2,0,10,Online,SUMMER23
5963,14/11/2024,3214,10,2,0,4,Online,
5964,30/03/2021,2964,338,3,0,9,Online,
5965,10/05/2023,1450,158,1,0,5,Retail,SUMMER23
5966,13/07/2022,2797,161,2,0,10,Online,
5967,28/11/2018,2417,68,1,0,1,Retail,
5968,16/11/2019,3009,39,3,0.1,8,Retail,
5969,16/08/2022,3671,4,3,0.1,4,Online,
